Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
27,DINWIDDIE CO PBLC SCHS,10,SOUTHSIDE ELEM,KG,5,37,,39,,61,52,56,52,52,,,,,,,,,349,,349
27,DINWIDDIE CO PBLC SCHS,180,SUNNYSIDE ELEM,KG,5,,,29,,18,23,26,29,27,,,,,,,,,152,,152
27,DINWIDDIE CO PBLC SCHS,520,SUTHERLAND ELEM,KG,5,,,41,,49,62,45,48,68,,,,,,,,,313,,313
28,ESSEX CO PBLC SCHS,10,ESSEX HIGH,9,12,,,,,,,,,,,,,63,74,81,52,,270,,270
28,ESSEX CO PBLC SCHS,150,ESSEX INT.,5,8,,,,,,,,,82,87,62,63,,,,,,294,,294
28,ESSEX CO PBLC SCHS,160,TAPPAHANNOCK ELEM,PK,4,33,,66,,86,81,75,72,,,,,,,,,,413,,413
29,FAIRFAX CO PBLC SCHS,2203,ALDRIN ELEM,PK,6,,,,,12,10,11,,10,,,,,,,,,68,,68
29,FAIRFAX CO PBLC SCHS,660,ANNANDALE HIGH,9,12,,,,,,,,,,,,,204,217,191,138,,750,,752
29,FAIRFAX CO PBLC SCHS,1360,ANNANDALE TERRACE ELEM,PK,5,,,65,,65,50,62,65,70,,,,,,,,,385,,385
29,FAIRFAX CO PBLC SCHS,1530,ARMSTRONG ELEM,PK,6,,,,,,,,10,,14,,,,,,,,52,,52
29,FAIRFAX CO PBLC SCHS,2459,BAILEY'S UPPER ELEMENTARY SCHOOL FOR THE ARTS A,3,5,,,,,,,122,123,98,,,,,,,,,343,,343
29,FAIRFAX CO PBLC SCHS,550,BAILEYS ELEM,PK,2,30,,121,,108,133,,,,,,,,,,,,392,,392
29,FAIRFAX CO PBLC SCHS,1730,BEECH TREE ELEM,PK,5,,,30,,27,33,25,25,20,,,,,,,,,166,,166
29,FAIRFAX CO PBLC SCHS,560,BELLE VIEW ELEM,PK,6,,,18,,12,20,15,20,16,22,,,,,,,,125,,125
29,FAIRFAX CO PBLC SCHS,720,BELVEDERE ELEM,PK,5,18,,33,,46,31,49,52,50,,,,,,,,,279,,279
29,FAIRFAX CO PBLC SCHS,2000,BONNIE BRAE ELEM,PK,6,,,14,,,14,,11,12,15,,,,,,,,88,,88
29,FAIRFAX CO PBLC SCHS,1090,BRADDOCK ELEM,PK,5,12,,65,,61,94,70,79,71,,,,,,,,,452,,452
29,FAIRFAX CO PBLC SCHS,940,BREN MAR PARK ELEM,PK,5,,,36,,30,38,27,34,37,,,,,,,,,208,,208
29,FAIRFAX CO PBLC SCHS,1790,BROOKFIELD ELEM,PK,6,,,54,,56,45,51,58,47,46,,,,,,,,364,,364
29,FAIRFAX CO PBLC SCHS,2201,BRYANT ALTERNATIVE HIGH,7,12,,,,,,,,,,,,,,20,29,46,,102,,102
29,FAIRFAX CO PBLC SCHS,700,BUCKNELL ELEM,PK,6,,,13,,11,22,13,24,14,17,,,,,,,,119,,119
29,FAIRFAX CO PBLC SCHS,2225,BULL RUN ELEM,PK,6,,,25,,21,24,42,28,22,38,,,,,,,,200,,200
29,FAIRFAX CO PBLC SCHS,680,BUSH HILL ELEM,PK,6,,,10,,,,12,14,15,10,,,,,,,,75,,75
29,FAIRFAX CO PBLC SCHS,1940,CAMELOT ELEM,PK,6,,,22,,29,14,23,18,23,12,,,,,,,,150,,150
29,FAIRFAX CO PBLC SCHS,620,CAMERON ELEM,PK,6,,,25,,31,37,32,29,28,19,,,,,,,,207,,207
29,FAIRFAX CO PBLC SCHS,1590,CANTERBURY WOODS ELEM,PK,6,,,,,,,10,,15,,,,,,,,,54,,54
29,FAIRFAX CO PBLC SCHS,1690,CARDINAL FOREST ELEM,PK,6,,,18,,14,15,18,22,18,12,,,,,,,,122,,122
29,FAIRFAX CO PBLC SCHS,2222,CARSON MIDDLE,7,8,,,,,,,,,,,44,53,,,,,,97,,97
29,FAIRFAX CO PBLC SCHS,2090,CENTRE RIDGE ELEM,PK,6,,,39,,33,40,37,39,46,30,,,,,,,,271,,271
29,FAIRFAX CO PBLC SCHS,2205,CENTREVILLE ELEM,PK,6,,,22,,14,12,15,16,16,23,,,,,,,,120,,120
29,FAIRFAX CO PBLC SCHS,200,CENTREVILLE HIGH,9,12,,,,,,,,,,,,,136,121,106,77,,440,,440
29,FAIRFAX CO PBLC SCHS,131,CHANTILLY HIGH,9,12,,,,,,,,,,,,,91,69,85,79,,324,,324
29,FAIRFAX CO PBLC SCHS,480,CHERRY RUN ELEM,PK,6,,,,,,,,,,,,,,,,,,14,,14
29,FAIRFAX CO PBLC SCHS,100,CHESTERBROOK ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,1050,CHURCHILL ROAD ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,260,CLEARVIEW ELEM,PK,6,14,,38,,29,40,36,37,29,26,,,,,,,,249,,249
29,FAIRFAX CO PBLC SCHS,1870,CLERMONT ELEM,PK,6,,,13,,,,11,14,12,,,,,,,,,69,,69
29,FAIRFAX CO PBLC SCHS,2347,COATES ELEM,PK,6,,,28,,47,33,55,26,32,30,,,,,,,,251,,251
29,FAIRFAX CO PBLC SCHS,1510,COLUMBIA ELEM,PK,5,,,18,,12,17,17,24,24,,,,,,,,,112,,112
29,FAIRFAX CO PBLC SCHS,2234,COLVIN RUN ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,1190,COOPER MIDDLE,7,8,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,870,CRESTWOOD ELEM,PK,6,,,52,,35,46,47,43,48,37,,,,,,,,314,,314
29,FAIRFAX CO PBLC SCHS,2020,CROSSFIELD ELEM,PK,6,,,,,,,,,,,,,,,,,,18,,18
29,FAIRFAX CO PBLC SCHS,1600,CUB RUN ELEM,PK,6,,,,,,,,11,,,,,,,,,,53,,53
29,FAIRFAX CO PBLC SCHS,1700,CUNNINGHAM PARK ELEM,PK,6,13,,23,,22,10,15,24,20,14,,,,,,,,141,,141
29,FAIRFAX CO PBLC SCHS,2229,DANIELS RUN ELEM,PK,6,,,23,,20,31,26,18,21,22,,,,,,,,164,,164
29,FAIRFAX CO PBLC SCHS,2204,DEER PARK ELEM,PK,6,,,12,,16,10,16,14,18,13,,,,,,,,108,,108
29,FAIRFAX CO PBLC SCHS,9996,DJJ OR SVCS BD SCHOOLS,,,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,220,DOGWOOD ELEM,PK,6,19,,66,,58,55,60,61,57,48,,,,,,,,424,,424
29,FAIRFAX CO PBLC SCHS,2010,DRANESVILLE ELEM,PK,6,,,29,,30,29,32,32,35,29,,,,,,,,219,,219
29,FAIRFAX CO PBLC SCHS,2238,DUNN LORING E C RESOURCE CTR,PK,PK,37,,,,,,,,,,,,,,,,,37,,37
29,FAIRFAX CO PBLC SCHS,2243,EAGLE VIEW ELEM,PK,6,,,16,,18,18,17,19,11,12,,,,,,,,115,,115
29,FAIRFAX CO PBLC SCHS,1270,EDISON HIGH,9,12,,,,,,,,,,,,,135,112,118,83,,448,,448
29,FAIRFAX CO PBLC SCHS,190,FAIRFAX COUNTY ADULT HIGH,9,12,,,,,,,,,,,,,,,21,,,37,,37
29,FAIRFAX CO PBLC SCHS,20,FAIRFAX HIGH,9,12,,,,,,,,,,,,,91,104,126,76,,397,,397
29,FAIRFAX CO PBLC SCHS,1480,FAIRFAX VILLA ELEM,PK,6,,,21,,10,13,11,19,14,15,,,,,,,,112,,112
29,FAIRFAX CO PBLC SCHS,1630,FAIRHILL ELEM,PK,6,,,16,,14,13,15,14,,14,,,,,,,,100,,100
29,FAIRFAX CO PBLC SCHS,290,FAIRVIEW ELEM,PK,6,,,,,,,,,,,,,,,,,,39,,39
29,FAIRFAX CO PBLC SCHS,1100,FALLS CHURCH HIGH,9,12,,,,,,,,,,,,,210,186,194,106,,696,,696
29,FAIRFAX CO PBLC SCHS,730,FLINT HILL ELEM,PK,6,,,,,,,,,,,,,,,,,,23,,23
29,FAIRFAX CO PBLC SCHS,740,FLORIS ELEM,PK,6,,,,,,,,,,,,,,,,,,11,,11
29,FAIRFAX CO PBLC SCHS,70,FOREST EDGE ELEM,PK,6,,,39,,30,29,27,33,24,32,,,,,,,,218,,218
29,FAIRFAX CO PBLC SCHS,1450,FORESTDALE ELEM,PK,6,15,,22,,24,26,27,21,32,26,,,,,,,,193,,193
29,FAIRFAX CO PBLC SCHS,370,FORESTVILLE ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,2224,FORT BELVOIR ELEML,PK,3,,,31,,28,27,17,,,,,,,,,,,108,,108
29,FAIRFAX CO PBLC SCHS,2458,FORT BELVOIR UPPER SCHOOL,4,6,,,,,,,,20,22,15,,,,,,,,57,,57
29,FAIRFAX CO PBLC SCHS,1920,FORT HUNT ELEM,PK,6,,,18,,17,29,21,20,25,19,,,,,,,,149,,149
29,FAIRFAX CO PBLC SCHS,390,FOX MILL ELEM,PK,6,,,,,,,,,,,,,,,,,,19,,19
29,FAIRFAX CO PBLC SCHS,320,FRANCONIA ELEM,PK,6,,,12,,12,13,13,10,12,,,,,,,,,81,,81
29,FAIRFAX CO PBLC SCHS,440,FRANKLIN MIDDLE,7,8,,,,,,,,,,,52,51,,,,,,103,,103
29,FAIRFAX CO PBLC SCHS,490,FREEDOM HILL ELEM,PK,6,,,22,,11,13,12,13,19,15,,,,,,,,110,,110
29,FAIRFAX CO PBLC SCHS,1410,FROST MIDDLE,7,8,,,,,,,,,,,48,58,,,,,,106,,106
29,FAIRFAX CO PBLC SCHS,630,GARFIELD ELEM,PK,6,,,18,,27,24,19,16,30,17,,,,,,,,157,,157
29,FAIRFAX CO PBLC SCHS,1170,GLASGOW MIDDLE,6,8,,,,,,,,,,297,228,259,,,,,,784,,784
29,FAIRFAX CO PBLC SCHS,970,GLEN FOREST ELEM,PK,5,20,,91,,88,93,97,92,61,,,,,,,,,542,,542
29,FAIRFAX CO PBLC SCHS,530,GRAHAM ROAD ELEM,PK,6,,,37,,41,37,42,39,35,35,,,,,,,,274,,274
29,FAIRFAX CO PBLC SCHS,570,GREAT FALLS ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,1840,GREENBRIAR EAST ELEM,PK,6,,,18,,27,21,22,18,21,16,,,,,,,,147,,147
29,FAIRFAX CO PBLC SCHS,1500,GREENBRIAR WEST ELEM,PK,6,,,,,,10,11,13,,19,,,,,,,,79,,79
29,FAIRFAX CO PBLC SCHS,330,GROVETON ELEM,PK,6,10,,64,,63,49,67,57,57,49,,,,,,,,416,,416
29,FAIRFAX CO PBLC SCHS,690,GUNSTON ELEM,PK,6,,,12,,16,14,19,20,16,17,,,,,,,,114,,114
29,FAIRFAX CO PBLC SCHS,2210,HALLEY ELEM,PK,6,14,,30,,20,26,25,25,26,25,,,,,,,,191,,191
29,FAIRFAX CO PBLC SCHS,750,HAYCOCK ELEM,PK,6,,,,,,,,,,,,,,,,,,13,,13
29,FAIRFAX CO PBLC SCHS,1740,HAYFIELD ELEM,PK,6,,,13,,11,,,,11,12,,,,,,,,73,,73
29,FAIRFAX CO PBLC SCHS,1800,HAYFIELD SECONDARY,7,12,,,,,,,,,,,106,100,98,102,88,81,,575,,577
29,FAIRFAX CO PBLC SCHS,1250,HERNDON ELEM,PK,6,,,51,,40,67,56,47,48,39,,,,,,,,351,,351
29,FAIRFAX CO PBLC SCHS,32,HERNDON HIGH,9,12,,,,,,,,,,,,,198,195,173,74,,640,,640
29,FAIRFAX CO PBLC SCHS,33,HERNDON MIDDLE,7,8,,,,,,,,,,,169,158,,,,,,327,,327
29,FAIRFAX CO PBLC SCHS,1330,HOLLIN MEADOWS ELEM,PK,6,11,,33,,32,36,27,30,34,36,,,,,,,,239,,239
29,FAIRFAX CO PBLC SCHS,1521,HOLMES MIDDLE,6,8,,,,,,,,,,129,128,115,,,,,,372,,372
29,FAIRFAX CO PBLC SCHS,350,HUGHES MIDDLE,7,8,,,,,,,,,,,112,125,,,,,,237,,237
29,FAIRFAX CO PBLC SCHS,1880,HUNT VALLEY ELEM,PK,6,,,,,10,,,11,,,,,,,,,,49,,49
29,FAIRFAX CO PBLC SCHS,1950,HUNTERS WOODS ELEM,PK,6,,,11,,23,15,19,27,18,22,,,,,,,,144,,144
29,FAIRFAX CO PBLC SCHS,1980,HUTCHISON ELEM,PK,6,,,86,,79,97,67,87,75,70,,,,,,,,569,,569
29,FAIRFAX CO PBLC SCHS,1420,HYBLA VALLEY ELEM,PK,6,,,62,,90,90,108,87,89,68,,,,,,,,598,,598
29,FAIRFAX CO PBLC SCHS,1120,IRVING MIDDLE,7,8,,,,,,,,,,,55,49,,,,,,104,,104
29,FAIRFAX CO PBLC SCHS,2235,ISLAND CREEK ELEM,PK,6,,,,,,,10,,,,,,,,,,,45,,45
29,FAIRFAX CO PBLC SCHS,673,JACKSON MIDDLE,7,8,,,,,,,,,,,216,202,,,,,,418,,418
29,FAIRFAX CO PBLC SCHS,1240,KEENE MILL ELEM,PK,6,,,,,13,10,12,10,15,16,,,,,,,,82,,82
29,FAIRFAX CO PBLC SCHS,980,KENT GARDENS ELEM,PK,6,,,,,,,,,,,,,,,,,,14,,14
29,FAIRFAX CO PBLC SCHS,1901,KEY CENTER,PK,12,,,,,,,,,,,,,,,,,,23,,23
29,FAIRFAX CO PBLC SCHS,1900,KEY MIDDLE,7,8,,,,,,,,,,,184,167,,,,,,351,,351
29,FAIRFAX CO PBLC SCHS,1761,KILMER CENTER,PK,12,,,,,,,,,,,,,,,,,,15,,15
29,FAIRFAX CO PBLC SCHS,1760,KILMER MIDDLE,7,8,,,,,,,,,,,62,46,,,,,,108,,108
29,FAIRFAX CO PBLC SCHS,1890,KINGS GLEN ELEM,4,6,,,,,,,,22,29,20,,,,,,,,71,,71
29,FAIRFAX CO PBLC SCHS,1440,KINGS PARK ELEM,PK,3,,,26,,19,28,20,,,,,,,,,,,96,,96
29,FAIRFAX CO PBLC SCHS,1570,LAKE ANNE ELEM,PK,6,,,21,,21,29,23,29,19,21,,,,,,,,170,,170
29,FAIRFAX CO PBLC SCHS,90,LAKE BRADDOCK SECONDARY,7,12,,,,,,,,,,,70,62,62,72,79,45,,391,,391
29,FAIRFAX CO PBLC SCHS,2209,LANE ELEM,PK,6,,,14,,16,10,13,10,21,10,,,,,,,,94,,94
29,FAIRFAX CO PBLC SCHS,1460,LANGLEY HIGH,9,12,,,,,,,,,,,,,,,,,,19,,19
29,FAIRFAX CO PBLC SCHS,1110,LANIER MIDDLE,7,8,,,,,,,,,,,94,90,,,,,,184,,184
29,FAIRFAX CO PBLC SCHS,2348,LAUREL HILL ELEM,PK,6,,,14,,11,16,15,17,22,15,,,,,,,,110,,110
29,FAIRFAX CO PBLC SCHS,1970,LAUREL RIDGE ELEM,PK,6,,,,,,,,,,,,,,,,,,43,,43
29,FAIRFAX CO PBLC SCHS,1020,LEE HIGH,9,12,,,,,,,,,,,,,185,185,194,125,,689,,689
29,FAIRFAX CO PBLC SCHS,1850,LEES CORNER ELEM,PK,6,,,11,,,11,,,11,,,,,,,,,65,,65
29,FAIRFAX CO PBLC SCHS,770,LEMON ROAD ELEM,PK,6,,,,,,12,,,,,,,,,,,,57,,57
29,FAIRFAX CO PBLC SCHS,2233,LIBERTY MIDDLE,7,8,,,,,,,,,,,99,90,,,,,,189,,189
29,FAIRFAX CO PBLC SCHS,1400,LITTLE RUN ELEM,PK,6,,,13,,,11,,,14,,,,,,,,,64,,64
29,FAIRFAX CO PBLC SCHS,1830,LONDON TOWNE ELEM,PK,6,,,51,,38,45,51,43,40,42,,,,,,,,314,,314
29,FAIRFAX CO PBLC SCHS,1150,LONGFELLOW MIDDLE,7,8,,,,,,,,,,,26,29,,,,,,55,,55
29,FAIRFAX CO PBLC SCHS,2236,LORTON STATION ELEM,PK,6,,,29,,43,41,41,47,48,37,,,,,,,,295,,295
29,FAIRFAX CO PBLC SCHS,110,LOUISE ARCHER ELEM,PK,6,,,,,,,,15,,,,,,,,,,57,,57
29,FAIRFAX CO PBLC SCHS,890,LYNBROOK ELEM,PK,6,,,71,,53,62,67,57,50,35,,,,,,,,401,,401
29,FAIRFAX CO PBLC SCHS,1060,MADISON HIGH,9,12,,,,,,,,,,,,,30,43,55,17,,145,,145
29,FAIRFAX CO PBLC SCHS,1210,MANTUA ELEM,PK,6,,,,,,10,12,15,12,13,,,,,,,,72,,72
29,FAIRFAX CO PBLC SCHS,1290,MARSHALL HIGH,9,12,,,,,,,,,,,,,55,65,72,44,,236,,236
29,FAIRFAX CO PBLC SCHS,1200,MARSHALL ROAD ELEM,PK,6,,,15,,22,22,16,13,,20,,,,,,,,116,,116
29,FAIRFAX CO PBLC SCHS,2410,MASON CREST ELEM,PK,5,16,,33,,33,27,33,32,28,,,,,,,,,202,,202
29,FAIRFAX CO PBLC SCHS,790,MCLEAN HIGH,9,12,,,,,,,,,,,,,35,31,38,27,,131,,131
29,FAIRFAX CO PBLC SCHS,2231,MCNAIR ELEM,PK,6,11,,24,,15,19,19,22,21,15,,,,,,,,146,,146
29,FAIRFAX CO PBLC SCHS,1390,MOSBY WOODS ELEM,PK,6,,,23,,15,26,17,22,30,21,,,,,,,,162,,162
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,PK,6,,,27,,26,39,35,28,34,26,,,,,,,,217,,217
29,FAIRFAX CO PBLC SCHS,420,MOUNT VERNON HIGH,9,12,,,,,,,,,,,,,187,197,181,138,,703,,703
29,FAIRFAX CO PBLC SCHS,1640,MOUNT VERNON WOODS ELEM,PK,6,33,,60,,43,81,61,66,60,48,,,,,,,,452,,452
29,FAIRFAX CO PBLC SCHS,2211,MOUNTAIN VIEW ALTERNATIVE HIGH,9,12,,,,,,,,,,,,,,,20,32,,58,,58
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,PK,6,,,,,,,,,,,,,,,,,,25,,25
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,PK,6,,,,,19,,22,13,14,17,,,,,,,,106,,106
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,PK,5,22,,21,,15,13,20,14,18,,,,,,,,,123,,123
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,PK,6,,,,,,,,,,,,,,,,,,27,,27
29,FAIRFAX CO PBLC SCHS,1860,OAK VIEW ELEM,PK,6,,,,,,,,,,,,,,,,,,24,,24
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,PK,6,,,,,,,,10,,,,,,,,,,47,,47
29,FAIRFAX CO PBLC SCHS,1710,OAKTON HIGH,9,12,,,,,,,,,,,,,55,60,52,42,,209,,209
29,FAIRFAX CO PBLC SCHS,1650,OLDE CREEK ELEM,PK,6,,,,,10,,,11,12,10,,,,,,,,64,,64
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,PK,6,,,,,,,11,,,,,,,,,,,37,,37
29,FAIRFAX CO PBLC SCHS,1030,PARKLAWN ELEM,PK,5,20,,50,,50,51,58,50,44,,,,,,,,,323,,323
29,FAIRFAX CO PBLC SCHS,2440,PIMMIT EC RESOURCE CTR,PK,PK,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,PK,6,,,47,,32,47,35,35,30,23,,,,,,,,255,,255
29,FAIRFAX CO PBLC SCHS,1130,POE MIDDLE,6,8,,,,,,,,,,155,158,160,,,,,,473,,473
29,FAIRFAX CO PBLC SCHS,2080,POPLAR TREE ELEM,PK,6,,,,,,,,,,,,,,,,,,34,,34
29,FAIRFAX CO PBLC SCHS,2237,POWELL ELEM,PK,6,,,10,,15,10,15,13,10,14,,,,,,,,88,,88
29,FAIRFAX CO PBLC SCHS,2230,PROVIDENCE ELEM,PK,6,,,38,,38,44,35,38,37,35,,,,,,,,269,,269
29,FAIRFAX CO PBLC SCHS,1310,RAVENSWORTH ELEM,PK,6,,,,,,,,,,13,,,,,,,,49,,49
29,FAIRFAX CO PBLC SCHS,1820,RIVERSIDE ELEM,PK,6,28,,57,,63,52,63,57,59,46,,,,,,,,425,,425
29,FAIRFAX CO PBLC SCHS,1960,ROBINSON SECONDARY,7,12,,,,,,,,,,,40,40,50,44,51,37,,263,,263
29,FAIRFAX CO PBLC SCHS,2251,ROCKY RUN E C RESOURCE CTR,PK,PK,11,,,,,,,,,,,,,,,,,11,,11
29,FAIRFAX CO PBLC SCHS,300,ROCKY RUN MIDDLE,7,8,,,,,,,,,,,51,37,,,,,,88,,88
29,FAIRFAX CO PBLC SCHS,1770,ROLLING VALLEY ELEM,PK,6,,,,,13,11,12,11,12,14,,,,,,,,81,,81
29,FAIRFAX CO PBLC SCHS,950,ROSE HILL ELEM,PK,6,,,24,,22,27,37,24,32,29,,,,,,,,204,,204
29,FAIRFAX CO PBLC SCHS,1300,SANDBURG MIDDLE,7,8,,,,,,,,,,,238,198,,,,,,436,,436
29,FAIRFAX CO PBLC SCHS,2030,SANGSTER ELEM,PK,6,,,,,,,,,,,,,,,,,,13,,13
29,FAIRFAX CO PBLC SCHS,2040,SARATOGA ELEM,PK,6,,,29,,24,29,29,24,34,33,,,,,,,,211,,211
29,FAIRFAX CO PBLC SCHS,80,SHERMAN ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,1660,SHREVEWOOD ELEM,PK,6,,,22,,12,14,19,15,13,15,,,,,,,,114,,114
29,FAIRFAX CO PBLC SCHS,1680,SILVERBROOK ELEM,PK,6,,,,,,,,10,12,,,,,,,,,51,,51
29,FAIRFAX CO PBLC SCHS,710,SLEEPY HOLLOW ELEM,PK,5,,,38,,36,41,46,31,25,,,,,,,,,218,,218
29,FAIRFAX CO PBLC SCHS,2241,SOUTH COUNTY HIGH,9,12,,,,,,,,,,,,,79,60,62,55,,256,,256
29,FAIRFAX CO PBLC SCHS,2420,SOUTH COUNTY MIDDLE,7,8,,,,,,,,,,,67,58,,,,,,125,,125
29,FAIRFAX CO PBLC SCHS,1990,SOUTH LAKES HIGH,9,12,,,,,,,,,,,,,141,146,156,93,,536,,536
29,FAIRFAX CO PBLC SCHS,1620,SPRING HILL ELEM,PK,6,,,,,,,,,,,,,,,,,,23,,23
29,FAIRFAX CO PBLC SCHS,960,SPRINGFIELD ESTATES ELEM,PK,6,,,18,,19,19,22,31,28,26,,,,,,,,166,,166
29,FAIRFAX CO PBLC SCHS,1380,STENWOOD ELEM,PK,6,,,,,,,,,,,,,,,,,,31,,31
29,FAIRFAX CO PBLC SCHS,2070,STONE MIDDLE,7,8,,,,,,,,,,,81,85,,,,,,166,,166
29,FAIRFAX CO PBLC SCHS,1350,STRATFORD LANDING ELEM,PK,6,,,11,,13,11,20,20,22,17,,,,,,,,117,,117
29,FAIRFAX CO PBLC SCHS,1070,STUART HIGH,9,12,,,,,,,,,,,,,269,251,226,137,,883,,883
29,FAIRFAX CO PBLC SCHS,280,SUNRISE VALLEY ELEM,PK,6,,,,,,,,,10,,,,,,,,,45,,45
29,FAIRFAX CO PBLC SCHS,170,TERRA CENTRE ELEM,PK,6,,,,,,,,,,,,,,,,,,38,,38
29,FAIRFAX CO PBLC SCHS,250,TERRASET ELEM,PK,6,,,12,,20,19,22,18,16,25,,,,,,,,132,,132
29,FAIRFAX CO PBLC SCHS,1371,THOMAS JEFFERSON HIGH,9,12,,,,,,,,,,,,,,,,,,25,,25
29,FAIRFAX CO PBLC SCHS,1140,THOREAU MIDDLE,7,8,,,,,,,,,,,26,32,,,,,,58,,58
29,FAIRFAX CO PBLC SCHS,830,TIMBER LANE ELEM,PK,6,14,,36,,31,33,34,24,29,26,,,,,,,,227,,227
29,FAIRFAX CO PBLC SCHS,1160,TWAIN MIDDLE,7,8,,,,,,,,,,,105,110,,,,,,215,,215
29,FAIRFAX CO PBLC SCHS,1540,UNION MILL ELEM,PK,6,,,,,11,,11,,18,,,,,,,,,74,,74
29,FAIRFAX CO PBLC SCHS,120,VIENNA ELEM,PK,6,,,,,,,,,,,,,,,,,,31,,31
29,FAIRFAX CO PBLC SCHS,2252,VIRGINIA HILLS E C RESOURCE CTR,PK,PK,21,,,,,,,,,,,,,,,,,21,,21
29,FAIRFAX CO PBLC SCHS,2050,VIRGINIA RUN ELEM,PK,6,,,33,,28,22,25,19,26,14,,,,,,,,169,,169
29,FAIRFAX CO PBLC SCHS,850,WAKEFIELD FOREST ELEM,PK,6,,,,,,,,,,,,,,,,,,44,,44
29,FAIRFAX CO PBLC SCHS,2100,WAPLES MILL ELEM,PK,6,,,10,,,13,,,,12,,,,,,,,66,,66
29,FAIRFAX CO PBLC SCHS,1320,WASHINGTON MILL ELEM,PK,6,,,36,,24,23,25,33,28,28,,,,,,,,206,,206
29,FAIRFAX CO PBLC SCHS,1080,WAYNEWOOD ELEM,PK,6,,,,,,,,,,,,,,,,,,11,,11
29,FAIRFAX CO PBLC SCHS,900,WEST POTOMAC HIGH,9,12,,,,,,,,,,,,,242,187,183,144,,756,,756
29,FAIRFAX CO PBLC SCHS,1430,WEST SPRINGFIELD ELEM,PK,6,,,,,,,,,,,,,,,,,,35,,35
29,FAIRFAX CO PBLC SCHS,1610,WEST SPRINGFIELD HIGH,9,12,,,,,,,,,,,,,45,43,51,28,,167,,167
29,FAIRFAX CO PBLC SCHS,1580,WESTBRIAR ELEM,PK,6,,,,,,,,,,,,,,,,,,24,,24
29,FAIRFAX CO PBLC SCHS,2228,WESTFIELD HIGH,9,12,,,,,,,,,,,,,125,115,113,81,,434,,435
29,FAIRFAX CO PBLC SCHS,1670,WESTGATE ELEM,PK,6,,,18,,16,17,10,16,22,12,,,,,,,,114,,114
29,FAIRFAX CO PBLC SCHS,580,WESTLAWN ELEM,PK,6,,,48,,57,59,63,66,53,51,,,,,,,,402,,402
29,FAIRFAX CO PBLC SCHS,520,WEYANOKE ELEM,PK,5,,,66,,41,43,36,56,43,,,,,,,,,289,,289
29,FAIRFAX CO PBLC SCHS,400,WHITE OAKS ELEM,PK,6,,,15,,20,13,17,15,16,14,,,,,,,,110,,110
29,FAIRFAX CO PBLC SCHS,1550,WHITMAN MIDDLE,7,8,,,,,,,,,,,204,177,,,,,,381,,381
29,FAIRFAX CO PBLC SCHS,2060,WILLOW SPRINGS ELEM,PK,6,,,,,,,,10,,10,,,,,,,,50,,50
29,FAIRFAX CO PBLC SCHS,1810,WOLFTRAP ELEM,PK,6,,,,,,,,,,,,,,,,,,,,
29,FAIRFAX CO PBLC SCHS,650,WOODBURN ELEM,PK,6,,,53,,34,44,33,50,31,31,,,,,,,,277,,277
29,FAIRFAX CO PBLC SCHS,380,WOODLAWN ELEM,PK,6,,,37,,39,27,37,25,28,39,,,,,,,,235,,235
29,FAIRFAX CO PBLC SCHS,590,WOODLEY HILLS ELEM,PK,6,12,,40,,45,41,47,50,44,49,,,,,,,,328,,328
29,FAIRFAX CO PBLC SCHS,1260,WOODSON HIGH,9,12,,,,,,,,,,,,,45,55,60,38,,198,,198
109,FALLS CHURCH CITY PUBLIC SCHOOLS,251,GEORGE MASON HIGH,9,12,,,,,,,,,,,,,12,17,13,20,,62,,62
109,FALLS CHURCH CITY PUBLIC SCHOOLS,270,JESSIE THACKREY PRESCHOOL,PK,PK,11,,,,,,,,,,,,,,,,,11,,11
