Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
26,DICKENSON CO PBLC SCHS,20,CLINTWOOD ELEM,PK,5,26,,36,,41,38,44,38,57,,,,,,,,,280,,280.00
26,DICKENSON CO PBLC SCHS,530,ERVINTON ELEM,PK,5,10,,10,,<,12,11,17,<,,,,,,,,,76,,76.00
26,DICKENSON CO PBLC SCHS,275,RIDGEVIEW HIGH SCHOOL,9,12,,,,,,,,,,,,,90,86,87,93,,356,,356.00
26,DICKENSON CO PBLC SCHS,280,RIDGEVIEW MIDDLE SCHOOL,6,8,,,,,,,,,,110,106,112,,,,,,328,,328.00
26,DICKENSON CO PBLC SCHS,860,SANDLICK ELEM,PK,5,28,,37,,40,27,44,27,29,,,,,,,,,232,,232.00
27,DINWIDDIE CO PBLC SCHS,310,DINWIDDIE ELEM,KG,5,,,29,,25,35,33,26,28,,,,,,,,,176,,176.00
27,DINWIDDIE CO PBLC SCHS,500,DINWIDDIE HIGH,9,12,,,,,,,,,,,,,178,171,139,126,,614,,614.00
27,DINWIDDIE CO PBLC SCHS,471,DINWIDDIE MIDDLE,6,8,,,,,,,,,,203,173,167,,,,,,543,,543.00
27,DINWIDDIE CO PBLC SCHS,250,MIDWAY ELEM,KG,5,,,22,,36,21,33,30,33,,,,,,,,,175,,175.00
27,DINWIDDIE CO PBLC SCHS,10,SOUTHSIDE ELEM,KG,5,40,,58,,44,51,53,55,47,,,,,,,,,348,,348.00
27,DINWIDDIE CO PBLC SCHS,180,SUNNYSIDE ELEM,KG,5,,,24,,32,21,28,28,31,,,,,,,,,164,,164.00
27,DINWIDDIE CO PBLC SCHS,520,SUTHERLAND ELEM,KG,5,,,41,,46,53,58,50,44,,,,,,,,,292,,292.00
28,ESSEX CO PBLC SCHS,10,ESSEX HIGH,8,12,,,,,,,,,,,,59,69,56,70,77,,331,,331.00
28,ESSEX CO PBLC SCHS,150,ESSEX INT.,4,7,,,,,,,,71,70,80,83,,,,,,,304,,304.00
28,ESSEX CO PBLC SCHS,160,TAPPAHANNOCK ELEM,PK,3,41,,69,,64,89,82,,,,,,,,,,,345,,345.00
29,FAIRFAX CO PBLC SCHS,2203,ALDRIN ELEM,PK,6,<,,13,,13,17,15,20,13,20,,,,,,,,120,,120.00
29,FAIRFAX CO PBLC SCHS,660,ANNANDALE HIGH,9,12,,,,,,,,,,,,,333,309,348,250,,1240,,1240.00
29,FAIRFAX CO PBLC SCHS,1360,ANNANDALE TERRACE ELEM,PK,5,31,,66,,88,86,64,78,92,,,,,,,,,505,,505.00
29,FAIRFAX CO PBLC SCHS,1530,ARMSTRONG ELEM,PK,6,,,<,,<,<,<,10,<,<,,,,,,,,51,,51.00
29,FAIRFAX CO PBLC SCHS,2459,BAILEY'S UPPER ELEMENTARY SCHOOL FOR THE ARTS A,3,5,,,,,,,156,137,141,,,,,,,,,434,,434.00
29,FAIRFAX CO PBLC SCHS,550,BAILEYS ELEM,PK,2,56,,173,,143,138,,,,,,,,,,,,510,,510.00
29,FAIRFAX CO PBLC SCHS,1730,BEECH TREE ELEM,PK,5,18,,37,,37,31,40,36,38,,,,,,,,,237,,237.00
29,FAIRFAX CO PBLC SCHS,560,BELLE VIEW ELEM,PK,6,10,,23,,26,27,28,28,28,24,,,,,,,,194,,194.00
29,FAIRFAX CO PBLC SCHS,720,BELVEDERE ELEM,PK,5,34,,45,,34,57,75,64,76,,,,,,,,,385,,385.00
29,FAIRFAX CO PBLC SCHS,2000,BONNIE BRAE ELEM,PK,6,20,,23,,23,15,15,22,18,24,,,,,,,,160,,160.00
29,FAIRFAX CO PBLC SCHS,1090,BRADDOCK ELEM,PK,5,14,,95,,100,87,116,100,110,,,,,,,,,622,,622.00
29,FAIRFAX CO PBLC SCHS,940,BREN MAR PARK ELEM,PK,5,<,,32,,55,51,48,56,54,,,,,,,,,305,,305.00
29,FAIRFAX CO PBLC SCHS,1790,BROOKFIELD ELEM,PK,6,12,,72,,65,69,58,69,65,67,,,,,,,,477,,477.00
29,FAIRFAX CO PBLC SCHS,2201,BRYANT HIGH,7,12,,,,,,,,,,,,,11,39,61,80,,191,,191.00
29,FAIRFAX CO PBLC SCHS,700,BUCKNELL ELEM,PK,6,25,,19,,22,12,24,16,29,22,,,,,,,,169,,169.00
29,FAIRFAX CO PBLC SCHS,2225,BULL RUN ELEM,PK,6,<,,40,,35,35,39,55,42,35,,,,,,,,282,,282.00
29,FAIRFAX CO PBLC SCHS,680,BUSH HILL ELEM,PK,6,<,,17,,23,13,11,17,19,16,,,,,,,,119,,119.00
29,FAIRFAX CO PBLC SCHS,1940,CAMELOT ELEM,PK,6,17,,36,,28,34,25,33,24,40,,,,,,,,237,,237.00
29,FAIRFAX CO PBLC SCHS,620,CAMERON ELEM,PK,6,22,,50,,49,46,41,40,42,41,,,,,,,,331,,331.00
29,FAIRFAX CO PBLC SCHS,1590,CANTERBURY WOODS ELEM,PK,6,,,<,,<,<,13,23,13,24,,,,,,,,97,,97.00
29,FAIRFAX CO PBLC SCHS,1690,CARDINAL FOREST ELEM,PK,6,18,,24,,22,22,21,27,23,25,,,,,,,,182,,182.00
29,FAIRFAX CO PBLC SCHS,2222,CARSON MIDDLE,7,8,,,,,,,,,,,76,68,,,,,,144,,144.00
29,FAIRFAX CO PBLC SCHS,2090,CENTRE RIDGE ELEM,PK,6,15,,49,,62,60,59,60,54,65,,,,,,,,424,,424.00
29,FAIRFAX CO PBLC SCHS,2205,CENTREVILLE ELEM,PK,6,11,,25,,29,24,23,34,36,35,,,,,,,,217,,217.00
29,FAIRFAX CO PBLC SCHS,200,CENTREVILLE HIGH,9,12,,,,,,,,,,,,,158,176,188,154,,676,,676.00
29,FAIRFAX CO PBLC SCHS,131,CHANTILLY HIGH,9,12,,,,,,,,,,,,,103,115,112,125,,455,,455.00
29,FAIRFAX CO PBLC SCHS,480,CHERRY RUN ELEM,PK,6,<,,<,,,<,<,<,<,,,,,,,,,16,,16.00
29,FAIRFAX CO PBLC SCHS,100,CHESTERBROOK ELEM,PK,6,,,<,,<,,,<,,<,,,,,,,,<,,<
29,FAIRFAX CO PBLC SCHS,1050,CHURCHILL ROAD ELEM,PK,6,,,,,,,<,,<,<,,,,,,,,<,,<
29,FAIRFAX CO PBLC SCHS,260,CLEARVIEW ELEM,PK,6,23,,40,,48,30,63,52,42,36,,,,,,,,334,,334.00
29,FAIRFAX CO PBLC SCHS,1870,CLERMONT ELEM,PK,6,<,,<,,21,12,<,14,20,13,,,,,,,,96,,96.00
29,FAIRFAX CO PBLC SCHS,2347,COATES ELEM,PK,6,,,63,,41,56,44,54,40,45,,,,,,,,343,,343.00
29,FAIRFAX CO PBLC SCHS,1510,COLUMBIA ELEM,PK,5,<,,24,,29,30,33,27,38,,,,,,,,,182,,182.00
29,FAIRFAX CO PBLC SCHS,2234,COLVIN RUN ELEM,PK,6,,,,,<,,<,<,<,<,,,,,,,,12,,12.00
29,FAIRFAX CO PBLC SCHS,1190,COOPER MIDDLE,7,8,,,,,,,,,,,10,<,,,,,,17,,17.00
29,FAIRFAX CO PBLC SCHS,870,CRESTWOOD ELEM,PK,6,19,,49,,61,53,60,68,59,67,,,,,,,,436,,436.00
29,FAIRFAX CO PBLC SCHS,2020,CROSSFIELD ELEM,PK,6,<,,<,,<,<,<,<,<,<,,,,,,,,33,,33.00
29,FAIRFAX CO PBLC SCHS,1600,CUB RUN ELEM,PK,6,<,,10,,<,17,13,11,19,15,,,,,,,,98,,98.00
29,FAIRFAX CO PBLC SCHS,1700,CUNNINGHAM PARK ELEM,PK,6,17,,18,,23,20,16,14,27,22,,,,,,,,157,,157.00
29,FAIRFAX CO PBLC SCHS,2229,DANIELS RUN ELEM,PK,6,<,,32,,39,26,40,42,34,40,,,,,,,,257,,257.00
29,FAIRFAX CO PBLC SCHS,2204,DEER PARK ELEM,PK,6,12,,23,,20,27,21,26,21,23,,,,,,,,173,,173.00
29,FAIRFAX CO PBLC SCHS,220,DOGWOOD ELEM,PK,6,27,,74,,79,71,70,77,77,68,,,,,,,,543,,543.00
29,FAIRFAX CO PBLC SCHS,2010,DRANESVILLE ELEM,PK,6,14,,51,,42,43,48,55,39,53,,,,,,,,345,,345.00
29,FAIRFAX CO PBLC SCHS,2238,DUNN LORING E C RESOURCE CTR,PK,PK,69,,,,,,,,,,,,,,,,,69,,69.00
29,FAIRFAX CO PBLC SCHS,2243,EAGLE VIEW ELEM,PK,6,11,,14,,23,27,23,21,27,24,,,,,,,,170,,170.00
29,FAIRFAX CO PBLC SCHS,1270,EDISON HIGH,9,12,,,,,,,,,,,,,209,193,202,131,,735,,735.00
29,FAIRFAX CO PBLC SCHS,190,FAIRFAX COUNTY ADULT HIGH,9,12,,,,,,,,,,,,,<,20,19,<,,45,,45.00
29,FAIRFAX CO PBLC SCHS,20,FAIRFAX HIGH,9,12,,,,,,,,,,,,,136,146,147,137,,566,,566.00
29,FAIRFAX CO PBLC SCHS,1480,FAIRFAX VILLA ELEM,PK,6,13,,16,,21,14,17,22,23,30,,,,,,,,156,,156.00
29,FAIRFAX CO PBLC SCHS,1630,FAIRHILL ELEM,PK,6,<,,22,,15,25,17,15,17,13,,,,,,,,133,,133.00
29,FAIRFAX CO PBLC SCHS,290,FAIRVIEW ELEM,PK,6,,,11,,<,<,<,11,<,<,,,,,,,,56,,56.00
29,FAIRFAX CO PBLC SCHS,1100,FALLS CHURCH HIGH,9,12,,,,,,,,,,,,,312,293,323,204,,1132,,1132.00
29,FAIRFAX CO PBLC SCHS,730,FLINT HILL ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,37,,37.00
29,FAIRFAX CO PBLC SCHS,740,FLORIS ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,28,,28.00
29,FAIRFAX CO PBLC SCHS,70,FOREST EDGE ELEM,PK,6,22,,27,,45,31,31,34,39,34,,,,,,,,263,,263.00
29,FAIRFAX CO PBLC SCHS,1450,FORESTDALE ELEM,PK,6,24,,36,,37,36,30,39,39,44,,,,,,,,285,,285.00
29,FAIRFAX CO PBLC SCHS,370,FORESTVILLE ELEM,PK,6,,,<,,<,<,<,<,<,,,,,,,,,10,,10.00
29,FAIRFAX CO PBLC SCHS,2224,FORT BELVOIR ELEM,PK,3,16,,58,,49,62,61,,,,,,,,,,,246,,246.00
29,FAIRFAX CO PBLC SCHS,2458,FORT BELVOIR UPPER,4,6,,,,,,,,46,56,51,,,,,,,,153,,153.00
29,FAIRFAX CO PBLC SCHS,1920,FORT HUNT ELEM,PK,6,,,33,,22,22,28,19,29,27,,,,,,,,180,,180.00
29,FAIRFAX CO PBLC SCHS,390,FOX MILL ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,33,,33.00
29,FAIRFAX CO PBLC SCHS,320,FRANCONIA ELEM,PK,6,<,,17,,13,19,14,20,16,32,,,,,,,,132,,132.00
29,FAIRFAX CO PBLC SCHS,440,FRANKLIN MIDDLE,7,8,,,,,,,,,,,78,76,,,,,,154,,154.00
29,FAIRFAX CO PBLC SCHS,490,FREEDOM HILL ELEM,PK,6,<,,22,,24,24,14,21,20,26,,,,,,,,158,,158.00
29,FAIRFAX CO PBLC SCHS,1410,FROST MIDDLE,7,8,,,,,,,,,,,52,84,,,,,,136,,136.00
29,FAIRFAX CO PBLC SCHS,630,GARFIELD ELEM,PK,6,11,,44,,21,43,33,33,31,39,,,,,,,,255,,255.00
29,FAIRFAX CO PBLC SCHS,1170,GLASGOW MIDDLE,6,8,,,,,,,,,,389,380,344,,,,,,1113,,1113.00
29,FAIRFAX CO PBLC SCHS,970,GLEN FOREST ELEM,PK,5,34,,119,,119,126,141,134,128,,,,,,,,,801,,801.00
29,FAIRFAX CO PBLC SCHS,530,GRAHAM ROAD ELEM,PK,6,16,,50,,51,54,50,54,54,41,,,,,,,,370,,370.00
29,FAIRFAX CO PBLC SCHS,570,GREAT FALLS ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,21,,21.00
29,FAIRFAX CO PBLC SCHS,1840,GREENBRIAR EAST ELEM,PK,6,11,,21,,32,36,30,35,32,35,,,,,,,,232,,232.00
29,FAIRFAX CO PBLC SCHS,1500,GREENBRIAR WEST ELEM,PK,6,<,,13,,13,12,14,17,21,15,,,,,,,,106,,106.00
29,FAIRFAX CO PBLC SCHS,330,GROVETON ELEM,PK,6,21,,66,,78,71,67,84,77,80,,,,,,,,544,,544.00
29,FAIRFAX CO PBLC SCHS,690,GUNSTON ELEM,PK,6,<,,20,,22,23,29,30,28,24,,,,,,,,182,,182.00
29,FAIRFAX CO PBLC SCHS,2210,HALLEY ELEM,PK,6,21,,30,,41,35,31,28,40,40,,,,,,,,266,,266.00
29,FAIRFAX CO PBLC SCHS,750,HAYCOCK ELEM,PK,6,,,<,,<,<,,<,<,<,,,,,,,,17,,17.00
29,FAIRFAX CO PBLC SCHS,1740,HAYFIELD ELEM,PK,6,,,18,,22,17,11,13,10,21,,,,,,,,112,,112.00
29,FAIRFAX CO PBLC SCHS,1800,HAYFIELD SECONDARY,7,12,,,,,,,,,,,140,153,157,136,168,134,,888,<,889.00
29,FAIRFAX CO PBLC SCHS,1250,HERNDON ELEM,PK,6,19,,83,,72,59,89,81,73,73,,,,,,,,549,,549.00
29,FAIRFAX CO PBLC SCHS,32,HERNDON HIGH,9,12,,,,,,,,,,,,,245,266,290,145,,946,,946.00
29,FAIRFAX CO PBLC SCHS,33,HERNDON MIDDLE,7,8,,,,,,,,,,,283,215,,,,,,498,,498.00
29,FAIRFAX CO PBLC SCHS,1330,HOLLIN MEADOWS ELEM,PK,6,11,,54,,52,45,54,43,38,50,,,,,,,,347,,347.00
29,FAIRFAX CO PBLC SCHS,1521,HOLMES MIDDLE,6,8,,,,,,,,,,197,181,187,,,,,,565,,565.00
29,FAIRFAX CO PBLC SCHS,350,HUGHES MIDDLE,7,8,,,,,,,,,,,191,166,,,,,,357,,357.00
29,FAIRFAX CO PBLC SCHS,1880,HUNT VALLEY ELEM,PK,6,,,<,,<,14,<,11,<,<,,,,,,,,63,,63.00
29,FAIRFAX CO PBLC SCHS,1950,HUNTERS WOODS ELEM,PK,6,17,,23,,19,30,23,32,32,23,,,,,,,,199,,199.00
29,FAIRFAX CO PBLC SCHS,1980,HUTCHISON ELEM,PK,6,29,,111,,124,100,132,103,112,108,,,,,,,,819,,819.00
29,FAIRFAX CO PBLC SCHS,1420,HYBLA VALLEY ELEM,PK,6,15,,130,,107,133,102,144,120,110,,,,,,,,861,,861.00
29,FAIRFAX CO PBLC SCHS,1120,IRVING MIDDLE,7,8,,,,,,,,,,,81,78,,,,,,159,,159.00
29,FAIRFAX CO PBLC SCHS,2235,ISLAND CREEK ELEM,PK,6,<,,10,,12,13,<,15,13,12,,,,,,,,84,,84.00
29,FAIRFAX CO PBLC SCHS,673,JACKSON MIDDLE,7,8,,,,,,,,,,,305,302,,,,,,607,,607.00
29,FAIRFAX CO PBLC SCHS,1240,KEENE MILL ELEM,PK,6,,,15,,12,21,24,31,18,17,,,,,,,,138,,138.00
29,FAIRFAX CO PBLC SCHS,980,KENT GARDENS ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,18,,18.00
29,FAIRFAX CO PBLC SCHS,1901,KEY CENTER,PK,12,,,,,,<,,<,,<,<,<,<,,<,12,,30,,30.00
29,FAIRFAX CO PBLC SCHS,1900,KEY MIDDLE,7,8,,,,,,,,,,,228,240,,,,,,468,,468.00
29,FAIRFAX CO PBLC SCHS,1761,KILMER CENTER,PK,12,,,,,,<,<,,<,<,<,<,<,<,<,<,,31,,31.00
29,FAIRFAX CO PBLC SCHS,1760,KILMER MIDDLE,7,8,,,,,,,,,,,95,86,,,,,,181,,181.00
29,FAIRFAX CO PBLC SCHS,1890,KINGS GLEN ELEM,4,6,,,,,,,,38,37,47,,,,,,,,122,,122.00
29,FAIRFAX CO PBLC SCHS,1440,KINGS PARK ELEM,PK,3,<,,30,,28,34,43,,,,,,,,,,,136,,136.00
29,FAIRFAX CO PBLC SCHS,1570,LAKE ANNE ELEM,PK,6,<,,36,,29,29,37,29,40,27,,,,,,,,236,,236.00
29,FAIRFAX CO PBLC SCHS,90,LAKE BRADDOCK SECONDARY,7,12,,,,,,,,,,,105,123,115,100,130,120,,693,,693.00
29,FAIRFAX CO PBLC SCHS,2209,LANE ELEM,PK,6,,,15,,22,25,27,24,26,24,,,,,,,,163,,163.00
29,FAIRFAX CO PBLC SCHS,1460,LANGLEY HIGH,9,12,,,,,,,,,,,,,12,10,<,11,,38,,38.00
29,FAIRFAX CO PBLC SCHS,1110,LANIER MIDDLE,7,8,,,,,,,,,,,130,127,,,,,,257,,257.00
29,FAIRFAX CO PBLC SCHS,2348,LAUREL HILL ELEM,PK,6,,,16,,19,15,26,33,29,27,,,,,,,,165,,165.00
29,FAIRFAX CO PBLC SCHS,1970,LAUREL RIDGE ELEM,PK,6,,,<,,<,<,<,13,12,16,,,,,,,,64,,64.00
29,FAIRFAX CO PBLC SCHS,1020,LEE HIGH,9,12,,,,,,,,,,,,,253,265,260,205,,983,,983.00
29,FAIRFAX CO PBLC SCHS,1850,LEES CORNER ELEM,PK,6,<,,12,,15,16,20,19,15,20,,,,,,,,118,,118.00
29,FAIRFAX CO PBLC SCHS,770,LEMON ROAD ELEM,PK,6,<,,10,,10,15,21,24,18,16,,,,,,,,115,,115.00
29,FAIRFAX CO PBLC SCHS,2233,LIBERTY MIDDLE,7,8,,,,,,,,,,,168,149,,,,,,317,,317.00
29,FAIRFAX CO PBLC SCHS,1400,LITTLE RUN ELEM,PK,6,11,,16,,16,11,18,<,11,23,,,,,,,,115,,115.00
29,FAIRFAX CO PBLC SCHS,1830,LONDON TOWNE ELEM,PK,6,21,,60,,63,56,51,62,57,51,,,,,,,,421,,421.00
29,FAIRFAX CO PBLC SCHS,1150,LONGFELLOW MIDDLE,7,8,,,,,,,,,,,51,48,,,,,,99,,99.00
29,FAIRFAX CO PBLC SCHS,2236,LORTON STATION ELEM,PK,6,13,,50,,49,58,58,68,74,65,,,,,,,,435,,435.00
29,FAIRFAX CO PBLC SCHS,110,LOUISE ARCHER ELEM,PK,6,,,12,,<,11,11,12,16,10,,,,,,,,80,,80.00
29,FAIRFAX CO PBLC SCHS,890,LYNBROOK ELEM,PK,6,28,,75,,68,74,82,74,72,64,,,,,,,,537,,537.00
29,FAIRFAX CO PBLC SCHS,1060,MADISON HIGH,9,12,,,,,,,,,,,,,53,49,75,61,,238,,238.00
29,FAIRFAX CO PBLC SCHS,1210,MANTUA ELEM,PK,6,,,12,,14,<,25,23,32,20,,,,,,,,135,,135.00
29,FAIRFAX CO PBLC SCHS,1290,MARSHALL HIGH,9,12,,,,,,,,,,,,,90,87,108,95,,380,,380.00
29,FAIRFAX CO PBLC SCHS,1200,MARSHALL ROAD ELEM,PK,6,,,23,,32,30,27,23,20,20,,,,,,,,175,,175.00
29,FAIRFAX CO PBLC SCHS,2410,MASON CREST ELEM,PK,5,33,,39,,38,49,42,44,46,,,,,,,,,291,,291.00
29,FAIRFAX CO PBLC SCHS,790,MCLEAN HIGH,9,12,,,,,,,,,,,,,46,43,62,42,,193,,193.00
29,FAIRFAX CO PBLC SCHS,2231,MCNAIR ELEM,PK,6,22,,27,,33,27,34,36,30,43,,,,,,,,252,,252.00
29,FAIRFAX CO PBLC SCHS,1390,MOSBY WOODS ELEM,PK,6,10,,31,,29,21,34,37,33,41,,,,,,,,236,,236.00
29,FAIRFAX CO PBLC SCHS,510,MOUNT EAGLE ELEM,PK,6,<,,43,,30,43,41,49,46,38,,,,,,,,299,,299.00
29,FAIRFAX CO PBLC SCHS,420,MOUNT VERNON HIGH,9,12,,,,,,,,,,,,,283,258,295,212,,1048,,1048.00
29,FAIRFAX CO PBLC SCHS,1640,MOUNT VERNON WOODS ELEM,PK,6,42,,78,,73,55,86,73,82,73,,,,,,,,562,,562.00
29,FAIRFAX CO PBLC SCHS,2211,MOUNTAIN VIEW HIGH,9,12,,,,,,,,,,,,,<,18,39,64,,127,,127.00
29,FAIRFAX CO PBLC SCHS,800,NAVY ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,41,,41.00
29,FAIRFAX CO PBLC SCHS,470,NEWINGTON FOREST ELEM,PK,6,,,16,,15,24,13,27,24,24,,,,,,,,143,,143.00
29,FAIRFAX CO PBLC SCHS,930,NORTH SPRINGFIELD ELEM,PK,5,33,,21,,36,22,18,31,29,,,,,,,,,190,,190.00
29,FAIRFAX CO PBLC SCHS,430,OAK HILL ELEM,PK,6,<,,<,,10,<,<,10,<,10,,,,,,,,51,,51.00
29,FAIRFAX CO PBLC SCHS,1860,OAK VIEW ELEM,PK,6,,,<,,<,<,<,10,<,<,,,,,,,,44,,44.00
29,FAIRFAX CO PBLC SCHS,140,OAKTON ELEM,PK,6,<,,12,,<,<,11,10,14,12,,,,,,,,72,,72.00
29,FAIRFAX CO PBLC SCHS,1710,OAKTON HIGH,9,12,,,,,,,,,,,,,83,87,100,70,,340,,340.00
29,FAIRFAX CO PBLC SCHS,1650,OLDE CREEK ELEM,PK,6,,,<,,<,14,<,12,13,13,,,,,,,,77,,77.00
29,FAIRFAX CO PBLC SCHS,150,ORANGE HUNT ELEM,PK,6,<,,14,,<,<,10,14,<,<,,,,,,,,65,,65.00
29,FAIRFAX CO PBLC SCHS,1030,PARKLAWN ELEM,PK,5,35,,96,,72,73,79,89,83,,,,,,,,,527,,527.00
29,FAIRFAX CO PBLC SCHS,2440,PIMMIT EC RESOURCE CTR,PK,PK,11,,,,,,,,,,,,,,,,,11,,11.00
29,FAIRFAX CO PBLC SCHS,820,PINE SPRING ELEM,PK,6,24,,53,,49,44,60,49,46,40,,,,,,,,365,,365.00
29,FAIRFAX CO PBLC SCHS,1130,POE MIDDLE,6,8,,,,,,,,,,234,204,204,,,,,,642,,642.00
29,FAIRFAX CO PBLC SCHS,2080,POPLAR TREE ELEM,PK,6,<,,<,,<,<,<,<,<,<,,,,,,,,41,,41.00
29,FAIRFAX CO PBLC SCHS,2237,POWELL ELEM,PK,6,<,,12,,15,25,20,26,17,21,,,,,,,,137,,137.00
29,FAIRFAX CO PBLC SCHS,2230,PROVIDENCE ELEM,PK,6,<,,48,,65,47,51,54,71,54,,,,,,,,398,,398.00
29,FAIRFAX CO PBLC SCHS,1310,RAVENSWORTH ELEM,PK,6,,,16,,12,17,12,10,11,<,,,,,,,,82,,82.00
29,FAIRFAX CO PBLC SCHS,1820,RIVERSIDE ELEM,PK,6,32,,71,,74,71,76,76,71,81,,,,,,,,552,,552.00
29,FAIRFAX CO PBLC SCHS,1960,ROBINSON SECONDARY,7,12,,,,,,,,,,,58,73,70,67,80,69,,417,,417.00
29,FAIRFAX CO PBLC SCHS,2251,ROCKY RUN E C RESOURCE CTR,PK,PK,31,,,,,,,,,,,,,,,,,31,,31.00
29,FAIRFAX CO PBLC SCHS,300,ROCKY RUN MIDDLE,7,8,,,,,,,,,,,81,81,,,,,,162,,162.00
29,FAIRFAX CO PBLC SCHS,1770,ROLLING VALLEY ELEM,PK,6,<,,17,,13,17,17,16,13,14,,,,,,,,108,,108.00
29,FAIRFAX CO PBLC SCHS,950,ROSE HILL ELEM,PK,6,<,,38,,41,37,40,44,38,41,,,,,,,,285,,285.00
29,FAIRFAX CO PBLC SCHS,1300,SANDBURG MIDDLE,7,8,,,,,,,,,,,345,319,,,,,,664,,664.00
29,FAIRFAX CO PBLC SCHS,2030,SANGSTER ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,20,,20.00
29,FAIRFAX CO PBLC SCHS,2040,SARATOGA ELEM,PK,6,17,,28,,30,42,48,44,37,45,,,,,,,,291,,291.00
29,FAIRFAX CO PBLC SCHS,80,SHERMAN ELEM,PK,6,<,,<,,<,<,<,,<,,,,,,,,,11,,11.00
29,FAIRFAX CO PBLC SCHS,1660,SHREVEWOOD ELEM,PK,6,<,,24,,25,25,24,34,22,28,,,,,,,,189,,189.00
29,FAIRFAX CO PBLC SCHS,1680,SILVERBROOK ELEM,PK,6,,,<,,<,10,11,<,15,16,,,,,,,,76,,76.00
29,FAIRFAX CO PBLC SCHS,710,SLEEPY HOLLOW ELEM,PK,5,<,,43,,44,40,50,58,43,,,,,,,,,281,,281.00
29,FAIRFAX CO PBLC SCHS,2241,SOUTH COUNTY HIGH,9,12,,,,,,,,,,,,,96,118,102,101,,417,,417.00
29,FAIRFAX CO PBLC SCHS,2420,SOUTH COUNTY MIDDLE,7,8,,,,,,,,,,,113,111,,,,,,224,,224.00
29,FAIRFAX CO PBLC SCHS,1990,SOUTH LAKES HIGH,9,12,,,,,,,,,,,,,213,177,196,165,,751,,751.00
29,FAIRFAX CO PBLC SCHS,1620,SPRING HILL ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,47,,47.00
29,FAIRFAX CO PBLC SCHS,960,SPRINGFIELD ESTATES ELEM,PK,6,14,,26,,27,26,45,43,54,54,,,,,,,,289,,289.00
29,FAIRFAX CO PBLC SCHS,1380,STENWOOD ELEM,PK,6,<,,<,,<,13,14,<,<,<,,,,,,,,60,,60.00
29,FAIRFAX CO PBLC SCHS,2070,STONE MIDDLE,7,8,,,,,,,,,,,114,114,,,,,,228,,228.00
29,FAIRFAX CO PBLC SCHS,1350,STRATFORD LANDING ELEM,PK,6,<,,11,,23,19,23,32,37,29,,,,,,,,181,,181.00
29,FAIRFAX CO PBLC SCHS,1070,STUART HIGH,9,12,,,,,,,,,,,,,377,356,347,249,,1329,,1329.00
29,FAIRFAX CO PBLC SCHS,280,SUNRISE VALLEY ELEM,PK,6,,,<,,10,<,10,12,10,<,,,,,,,,60,,60.00
29,FAIRFAX CO PBLC SCHS,170,TERRA CENTRE ELEM,PK,6,<,,<,,<,<,12,<,11,<,,,,,,,,59,,59.00
29,FAIRFAX CO PBLC SCHS,250,TERRASET ELEM,PK,6,<,,23,,20,25,29,27,26,22,,,,,,,,175,,175.00
29,FAIRFAX CO PBLC SCHS,1371,THOMAS JEFFERSON HIGH,9,12,,,,,,,,,,,,,13,<,<,<,,34,,34.00
29,FAIRFAX CO PBLC SCHS,1140,THOREAU MIDDLE,7,8,,,,,,,,,,,44,42,,,,,,86,,86.00
29,FAIRFAX CO PBLC SCHS,830,TIMBER LANE ELEM,PK,6,37,,40,,37,40,46,58,39,40,,,,,,,,337,,337.00
29,FAIRFAX CO PBLC SCHS,1160,TWAIN MIDDLE,7,8,,,,,,,,,,,171,166,,,,,,337,,337.00
29,FAIRFAX CO PBLC SCHS,1540,UNION MILL ELEM,PK,6,,,14,,13,19,13,22,21,26,,,,,,,,128,,128.00
29,FAIRFAX CO PBLC SCHS,120,VIENNA ELEM,PK,6,<,,<,,<,<,<,<,<,<,,,,,,,,35,,35.00
29,FAIRFAX CO PBLC SCHS,2252,VIRGINIA HILLS E C RESOURCE CTR,PK,PK,37,,,,,,,,,,,,,,,,,37,,37.00
29,FAIRFAX CO PBLC SCHS,2050,VIRGINIA RUN ELEM,PK,6,<,,33,,41,33,35,44,29,36,,,,,,,,257,,257.00
29,FAIRFAX CO PBLC SCHS,850,WAKEFIELD FOREST ELEM,PK,6,<,,<,,<,13,<,10,<,11,,,,,,,,58,,58.00
29,FAIRFAX CO PBLC SCHS,2100,WAPLES MILL ELEM,PK,6,<,,13,,15,10,17,15,<,13,,,,,,,,100,,100.00
29,FAIRFAX CO PBLC SCHS,1320,WASHINGTON MILL ELEM,PK,6,<,,42,,47,45,37,51,47,43,,,,,,,,318,,318.00
